CodeValue,ValueLabel,file,year
Z,Implied zero;,SFA1213,2013
A,Not applicable,ADM2014,2014
B,Institution left item blank,ADM2014,2014
C,Analyst corrected reported value,ADM2014,2014
D,Do not know,ADM2014,2014
G,Data generated from other data values,ADM2014,2014
H,Value not derived - data not usable,ADM2014,2014
J,Logical imputation,ADM2014,2014
K,Ratio adjustment,ADM2014,2014
L,Imputed using the Group Median procedure,ADM2014,2014
N,Imputed using Nearest Neighbor procedure,ADM2014,2014
P,Imputed using Carry Forward procedure,ADM2014,2014
R,Reported,ADM2014,2014
Z,Implied zero;,ADM2014,2014
A,Not applicable,AL2014,2014
B,Institution left item blank,AL2014,2014
C,Analyst corrected reported value,AL2014,2014
D,Do not know,AL2014,2014
G,Data generated from other data values,AL2014,2014
H,Value not derived - data not usable,AL2014,2014
J,Logical imputation,AL2014,2014
K,Ratio adjustment,AL2014,2014
L,Imputed using the Group Median procedure,AL2014,2014
N,Imputed using Nearest Neighbor procedure,AL2014,2014
P,Imputed using Carry Forward procedure,AL2014,2014
R,Reported,AL2014,2014
Z,Implied zero;,AL2014,2014
A,Not applicable,EAP2014,2014
B,Institution left item blank,EAP2014,2014
C,Analyst corrected reported value,EAP2014,2014
D,Do not know,EAP2014,2014
G,Data generated from other data values,EAP2014,2014
H,Value not derived - data not usable,EAP2014,2014
J,Logical imputation,EAP2014,2014
K,Ratio adjustment,EAP2014,2014
L,Imputed using the Group Median procedure,EAP2014,2014
N,Imputed using Nearest Neighbor procedure,EAP2014,2014
P,Imputed using Carry Forward procedure,EAP2014,2014
R,Reported,EAP2014,2014
Z,Implied zero;,EAP2014,2014
A,Not applicable,EF2014A,2014
B,Institution left item blank,EF2014A,2014
C,Analyst corrected reported value,EF2014A,2014
D,Do not know,EF2014A,2014
G,Data generated from other data values,EF2014A,2014
H,Value not derived - data not usable,EF2014A,2014
J,Logical imputation,EF2014A,2014
K,Ratio adjustment,EF2014A,2014
L,Imputed using the Group Median procedure,EF2014A,2014
N,Imputed using Nearest Neighbor procedure,EF2014A,2014
P,Imputed using Carry Forward procedure,EF2014A,2014
R,Reported,EF2014A,2014
Z,Implied zero;,EF2014A,2014
A,Not applicable,EF2014B,2014
B,Institution left item blank,EF2014B,2014
C,Analyst corrected reported value,EF2014B,2014
D,Do not know,EF2014B,2014
G,Data generated from other data values,EF2014B,2014
H,Value not derived - data not usable,EF2014B,2014
J,Logical imputation,EF2014B,2014
K,Ratio adjustment,EF2014B,2014
L,Imputed using the Group Median procedure,EF2014B,2014
N,Imputed using Nearest Neighbor procedure,EF2014B,2014
P,Imputed using Carry Forward procedure,EF2014B,2014
R,Reported,EF2014B,2014
Z,Implied zero;,EF2014B,2014
A,Not applicable,EF2014C,2014
B,Institution left item blank,EF2014C,2014
C,Analyst corrected reported value,EF2014C,2014
D,Do not know,EF2014C,2014
G,Data generated from other data values,EF2014C,2014
H,Value not derived - data not usable,EF2014C,2014
J,Logical imputation,EF2014C,2014
K,Ratio adjustment,EF2014C,2014
L,Imputed using the Group Median procedure,EF2014C,2014
N,Imputed using Nearest Neighbor procedure,EF2014C,2014
P,Imputed using Carry Forward procedure,EF2014C,2014
R,Reported,EF2014C,2014
Z,Implied zero;,EF2014C,2014
A,Not applicable,EF2014CP,2014
B,Institution left item blank,EF2014CP,2014
C,Analyst corrected reported value,EF2014CP,2014
D,Do not know,EF2014CP,2014
G,Data generated from other data values,EF2014CP,2014
H,Value not derived - data not usable,EF2014CP,2014
J,Logical imputation,EF2014CP,2014
K,Ratio adjustment,EF2014CP,2014
L,Imputed using the Group Median procedure,EF2014CP,2014
N,Imputed using Nearest Neighbor procedure,EF2014CP,2014
P,Imputed using Carry Forward procedure,EF2014CP,2014
R,Reported,EF2014CP,2014
Z,Implied zero;,EF2014CP,2014
A,Not applicable,EF2014D,2014
B,Institution left item blank,EF2014D,2014
C,Analyst corrected reported value,EF2014D,2014
D,Do not know,EF2014D,2014
G,Data generated from other data values,EF2014D,2014
H,Value not derived - data not usable,EF2014D,2014
J,Logical imputation,EF2014D,2014
K,Ratio adjustment,EF2014D,2014
L,Imputed using the Group Median procedure,EF2014D,2014
N,Imputed using Nearest Neighbor procedure,EF2014D,2014
P,Imputed using Carry Forward procedure,EF2014D,2014
R,Reported,EF2014D,2014
Z,Implied zero;,EF2014D,2014
A,Not applicable,F1314_F1A,2014
B,Institution left item blank,F1314_F1A,2014
C,Analyst corrected reported value,F1314_F1A,2014
D,Do not know,F1314_F1A,2014
G,Data generated from other data values,F1314_F1A,2014
H,Value not derived - data not usable,F1314_F1A,2014
J,Logical imputation,F1314_F1A,2014
K,Ratio adjustment,F1314_F1A,2014
L,Imputed using the Group Median procedure,F1314_F1A,2014
N,Imputed using Nearest Neighbor procedure,F1314_F1A,2014
P,Imputed using Carry Forward procedure,F1314_F1A,2014
R,Reported,F1314_F1A,2014
Z,Implied zero;,F1314_F1A,2014
A,Not applicable,F1314_F2,2014
B,Institution left item blank,F1314_F2,2014
C,Analyst corrected reported value,F1314_F2,2014
D,Do not know,F1314_F2,2014
G,Data generated from other data values,F1314_F2,2014
H,Value not derived - data not usable,F1314_F2,2014
J,Logical imputation,F1314_F2,2014
K,Ratio adjustment,F1314_F2,2014
L,Imputed using the Group Median procedure,F1314_F2,2014
N,Imputed using Nearest Neighbor procedure,F1314_F2,2014
P,Imputed using Carry Forward procedure,F1314_F2,2014
R,Reported,F1314_F2,2014
Z,Implied zero;,F1314_F2,2014
A,Not applicable,F1314_F3,2014
B,Institution left item blank,F1314_F3,2014
C,Analyst corrected reported value,F1314_F3,2014
D,Do not know,F1314_F3,2014
G,Data generated from other data values,F1314_F3,2014
H,Value not derived - data not usable,F1314_F3,2014
J,Logical imputation,F1314_F3,2014
K,Ratio adjustment,F1314_F3,2014
L,Imputed using the Group Median procedure,F1314_F3,2014
N,Imputed using Nearest Neighbor procedure,F1314_F3,2014
P,Imputed using Carry Forward procedure,F1314_F3,2014
R,Reported,F1314_F3,2014
Z,Implied zero;,F1314_F3,2014
A,Not applicable,F1314_F1A,2014
B,Institution left item blank,F1314_F1A,2014
C,Analyst corrected reported value,F1314_F1A,2014
D,Do not know,F1314_F1A,2014
G,Data generated from other data values,F1314_F1A,2014
H,Value not derived - data not usable,F1314_F1A,2014
J,Logical imputation,F1314_F1A,2014
K,Ratio adjustment,F1314_F1A,2014
L,Imputed using the Group Median procedure,F1314_F1A,2014
N,Imputed using Nearest Neighbor procedure,F1314_F1A,2014
P,Imputed using Carry Forward procedure,F1314_F1A,2014
R,Reported,F1314_F1A,2014
Z,Implied zero;,F1314_F1A,2014
A,Not applicable,F1314_F2,2014
B,Institution left item blank,F1314_F2,2014
C,Analyst corrected reported value,F1314_F2,2014
D,Do not know,F1314_F2,2014
G,Data generated from other data values,F1314_F2,2014
H,Value not derived - data not usable,F1314_F2,2014
J,Logical imputation,F1314_F2,2014
K,Ratio adjustment,F1314_F2,2014
L,Imputed using the Group Median procedure,F1314_F2,2014
N,Imputed using Nearest Neighbor procedure,F1314_F2,2014
P,Imputed using Carry Forward procedure,F1314_F2,2014
R,Reported,F1314_F2,2014
Z,Implied zero;,F1314_F2,2014
A,Not applicable,F1314_F3,2014
B,Institution left item blank,F1314_F3,2014
C,Analyst corrected reported value,F1314_F3,2014
D,Do not know,F1314_F3,2014
G,Data generated from other data values,F1314_F3,2014
H,Value not derived - data not usable,F1314_F3,2014
J,Logical imputation,F1314_F3,2014
K,Ratio adjustment,F1314_F3,2014
L,Imputed using the Group Median procedure,F1314_F3,2014
N,Imputed using Nearest Neighbor procedure,F1314_F3,2014
P,Imputed using Carry Forward procedure,F1314_F3,2014
R,Reported,F1314_F3,2014
Z,Implied zero;,F1314_F3,2014
A,Not applicable,GR200_14,2014
B,Institution left item blank,GR200_14,2014
C,Analyst corrected reported value,GR200_14,2014
D,Do not know,GR200_14,2014
G,Data generated from other data values,GR200_14,2014
H,Value not derived - data not usable,GR200_14,2014
J,Logical imputation,GR200_14,2014
K,Ratio adjustment,GR200_14,2014
L,Imputed using the Group Median procedure,GR200_14,2014
N,Imputed using Nearest Neighbor procedure,GR200_14,2014
P,Imputed using Carry Forward procedure,GR200_14,2014
R,Reported,GR200_14,2014
Z,Implied zero;,GR200_14,2014
A,Not applicable,GR2014,2014
B,Institution left item blank,GR2014,2014
C,Analyst corrected reported value,GR2014,2014
D,Do not know,GR2014,2014
G,Data generated from other data values,GR2014,2014
H,Value not derived - data not usable,GR2014,2014
J,Logical imputation,GR2014,2014
K,Ratio adjustment,GR2014,2014
L,Imputed using the Group Median procedure,GR2014,2014
N,Imputed using Nearest Neighbor procedure,GR2014,2014
P,Imputed using Carry Forward procedure,GR2014,2014
R,Reported,GR2014,2014
Z,Implied zero;,GR2014,2014
A,Not applicable,GR2014_L2,2014
B,Institution left item blank,GR2014_L2,2014
C,Analyst corrected reported value,GR2014_L2,2014
D,Do not know,GR2014_L2,2014
G,Data generated from other data values,GR2014_L2,2014
H,Value not derived - data not usable,GR2014_L2,2014
J,Logical imputation,GR2014_L2,2014
K,Ratio adjustment,GR2014_L2,2014
L,Imputed using the Group Median procedure,GR2014_L2,2014
N,Imputed using Nearest Neighbor procedure,GR2014_L2,2014
P,Imputed using Carry Forward procedure,GR2014_L2,2014
R,Reported,GR2014_L2,2014
Z,Implied zero;,GR2014_L2,2014
A,Not applicable,S2014_IS,2014
B,Institution left item blank,S2014_IS,2014
C,Analyst corrected reported value,S2014_IS,2014
D,Do not know,S2014_IS,2014
G,Data generated from other data values,S2014_IS,2014
H,Value not derived - data not usable,S2014_IS,2014
J,Logical imputation,S2014_IS,2014
K,Ratio adjustment,S2014_IS,2014
L,Imputed using the Group Median procedure,S2014_IS,2014
N,Imputed using Nearest Neighbor procedure,S2014_IS,2014
P,Imputed using Carry Forward procedure,S2014_IS,2014
R,Reported,S2014_IS,2014
Z,Implied zero;,S2014_IS,2014
A,Not applicable,S2014_NH,2014
B,Institution left item blank,S2014_NH,2014
C,Analyst corrected reported value,S2014_NH,2014
D,Do not know,S2014_NH,2014
G,Data generated from other data values,S2014_NH,2014
H,Value not derived - data not usable,S2014_NH,2014
J,Logical imputation,S2014_NH,2014
K,Ratio adjustment,S2014_NH,2014
L,Imputed using the Group Median procedure,S2014_NH,2014
N,Imputed using Nearest Neighbor procedure,S2014_NH,2014
P,Imputed using Carry Forward procedure,S2014_NH,2014
R,Reported,S2014_NH,2014
Z,Implied zero;,S2014_NH,2014
A,Not applicable,S2014_OC,2014
B,Institution left item blank,S2014_OC,2014
C,Analyst corrected reported value,S2014_OC,2014
D,Do not know,S2014_OC,2014
G,Data generated from other data values,S2014_OC,2014
H,Value not derived - data not usable,S2014_OC,2014
J,Logical imputation,S2014_OC,2014
K,Ratio adjustment,S2014_OC,2014
L,Imputed using the Group Median procedure,S2014_OC,2014
N,Imputed using Nearest Neighbor procedure,S2014_OC,2014
P,Imputed using Carry Forward procedure,S2014_OC,2014
R,Reported,S2014_OC,2014
Z,Implied zero;,S2014_OC,2014
A,Not applicable,S2014_SIS,2014
B,Institution left item blank,S2014_SIS,2014
C,Analyst corrected reported value,S2014_SIS,2014
D,Do not know,S2014_SIS,2014
G,Data generated from other data values,S2014_SIS,2014
H,Value not derived - data not usable,S2014_SIS,2014
J,Logical imputation,S2014_SIS,2014
K,Ratio adjustment,S2014_SIS,2014
L,Imputed using the Group Median procedure,S2014_SIS,2014
N,Imputed using Nearest Neighbor procedure,S2014_SIS,2014
P,Imputed using Carry Forward procedure,S2014_SIS,2014
R,Reported,S2014_SIS,2014
Z,Implied zero;,S2014_SIS,2014
A,Not applicable,SAL2014_IS,2014
B,Institution left item blank,SAL2014_IS,2014
C,Analyst corrected reported value,SAL2014_IS,2014
D,Do not know,SAL2014_IS,2014
G,Data generated from other data values,SAL2014_IS,2014
H,Value not derived - data not usable,SAL2014_IS,2014
J,Logical imputation,SAL2014_IS,2014
K,Ratio adjustment,SAL2014_IS,2014
L,Imputed using the Group Median procedure,SAL2014_IS,2014
N,Imputed using Nearest Neighbor procedure,SAL2014_IS,2014
P,Imputed using Carry Forward procedure,SAL2014_IS,2014
R,Reported,SAL2014_IS,2014
Z,Implied zero;,SAL2014_IS,2014
A,Not applicable,SAL2014_NIS,2014
B,Institution left item blank,SAL2014_NIS,2014
C,Analyst corrected reported value,SAL2014_NIS,2014
D,Do not know,SAL2014_NIS,2014
G,Data generated from other data values,SAL2014_NIS,2014
H,Value not derived - data not usable,SAL2014_NIS,2014
J,Logical imputation,SAL2014_NIS,2014
K,Ratio adjustment,SAL2014_NIS,2014
L,Imputed using the Group Median procedure,SAL2014_NIS,2014
N,Imputed using Nearest Neighbor procedure,SAL2014_NIS,2014
P,Imputed using Carry Forward procedure,SAL2014_NIS,2014
R,Reported,SAL2014_NIS,2014
Z,Implied zero;,SAL2014_NIS,2014
A,Not applicable,SFA1314,2014
B,Institution left item blank,SFA1314,2014
C,Analyst corrected reported value,SFA1314,2014
D,Do not know,SFA1314,2014
G,Data generated from other data values,SFA1314,2014
H,Value not derived - data not usable,SFA1314,2014
J,Logical imputation,SFA1314,2014
K,Ratio adjustment,SFA1314,2014
L,Imputed using the Group Median procedure,SFA1314,2014
N,Imputed using Nearest Neighbor procedure,SFA1314,2014
P,Imputed using Carry Forward procedure,SFA1314,2014
R,Reported,SFA1314,2014
Z,Implied zero;,SFA1314,2014
A,Not applicable,SFA1314,2014
B,Institution left item blank,SFA1314,2014
C,Analyst corrected reported value,SFA1314,2014
D,Do not know,SFA1314,2014
G,Data generated from other data values,SFA1314,2014
H,Value not derived - data not usable,SFA1314,2014
J,Logical imputation,SFA1314,2014
K,Ratio adjustment,SFA1314,2014
L,Imputed using the Group Median procedure,SFA1314,2014
N,Imputed using Nearest Neighbor procedure,SFA1314,2014
P,Imputed using Carry Forward procedure,SFA1314,2014
R,Reported,SFA1314,2014
Z,Implied zero;,SFA1314,2014
A,Not applicable,SFAV1314,2014
B,Institution left item blank,SFAV1314,2014
C,Analyst corrected reported value,SFAV1314,2014
D,Do not know,SFAV1314,2014
G,Data generated from other data values,SFAV1314,2014
H,Value not derived - data not usable,SFAV1314,2014
J,Logical imputation,SFAV1314,2014
K,Ratio adjustment,SFAV1314,2014
L,Imputed using the Group Median procedure,SFAV1314,2014
N,Imputed using Nearest Neighbor procedure,SFAV1314,2014
P,Imputed using Carry Forward procedure,SFAV1314,2014
R,Reported,SFAV1314,2014
Z,Implied zero;,SFAV1314,2014
A,Not applicable,SFAV1314,2014
B,Institution left item blank,SFAV1314,2014
C,Analyst corrected reported value,SFAV1314,2014
D,Do not know,SFAV1314,2014
G,Data generated from other data values,SFAV1314,2014
H,Value not derived - data not usable,SFAV1314,2014
J,Logical imputation,SFAV1314,2014
K,Ratio adjustment,SFAV1314,2014
L,Imputed using the Group Median procedure,SFAV1314,2014
N,Imputed using Nearest Neighbor procedure,SFAV1314,2014
P,Imputed using Carry Forward procedure,SFAV1314,2014
R,Reported,SFAV1314,2014
Z,Implied zero;,SFAV1314,2014
A,Not applicable,ADM2015,2015
B,Institution left item blank,ADM2015,2015
C,Analyst corrected reported value,ADM2015,2015
D,Do not know,ADM2015,2015
G,Data generated from other data values,ADM2015,2015
H,Value not derived - data not usable,ADM2015,2015
J,Logical imputation,ADM2015,2015
K,Ratio adjustment,ADM2015,2015
L,Imputed using the Group Median procedure,ADM2015,2015
N,Imputed using Nearest Neighbor procedure,ADM2015,2015
P,Imputed using Carry Forward procedure,ADM2015,2015
R,Reported,ADM2015,2015
Z,Implied zero;,ADM2015,2015
A,Not applicable,AL2015,2015
B,Institution left item blank,AL2015,2015
C,Analyst corrected reported value,AL2015,2015
D,Do not know,AL2015,2015
G,Data generated from other data values,AL2015,2015
H,Value not derived - data not usable,AL2015,2015
J,Logical imputation,AL2015,2015
K,Ratio adjustment,AL2015,2015
L,Imputed using the Group Median procedure,AL2015,2015
N,Imputed using Nearest Neighbor procedure,AL2015,2015
P,Imputed using Carry Forward procedure,AL2015,2015
R,Reported,AL2015,2015
Z,Implied zero;,AL2015,2015
A,Not applicable,C2015_A,2015
B,Institution left item blank,C2015_A,2015
C,Analyst corrected reported value,C2015_A,2015
D,Do not know,C2015_A,2015
G,Data generated from other data values,C2015_A,2015
H,Value not derived - data not usable,C2015_A,2015
J,Logical imputation,C2015_A,2015
K,Ratio adjustment,C2015_A,2015
L,Imputed using the Group Median procedure,C2015_A,2015
N,Imputed using Nearest Neighbor procedure,C2015_A,2015
P,Imputed using Carry Forward procedure,C2015_A,2015
R,Reported,C2015_A,2015
Z,Implied zero;,C2015_A,2015
A,Not applicable,C2015_C,2015
B,Institution left item blank,C2015_C,2015
C,Analyst corrected reported value,C2015_C,2015
D,Do not know,C2015_C,2015
G,Data generated from other data values,C2015_C,2015
H,Value not derived - data not usable,C2015_C,2015
J,Logical imputation,C2015_C,2015
K,Ratio adjustment,C2015_C,2015
L,Imputed using the Group Median procedure,C2015_C,2015
N,Imputed using Nearest Neighbor procedure,C2015_C,2015
P,Imputed using Carry Forward procedure,C2015_C,2015
R,Reported,C2015_C,2015
Z,Implied zero;,C2015_C,2015
A,Not applicable,EAP2015,2015
B,Institution left item blank,EAP2015,2015
C,Analyst corrected reported value,EAP2015,2015
D,Do not know,EAP2015,2015
G,Data generated from other data values,EAP2015,2015
H,Value not derived - data not usable,EAP2015,2015
J,Logical imputation,EAP2015,2015
K,Ratio adjustment,EAP2015,2015
L,Imputed using the Group Median procedure,EAP2015,2015
N,Imputed using Nearest Neighbor procedure,EAP2015,2015
P,Imputed using Carry Forward procedure,EAP2015,2015
R,Reported,EAP2015,2015
Z,Implied zero;,EAP2015,2015
A,Not applicable,EF2015A,2015
B,Institution left item blank,EF2015A,2015
C,Analyst corrected reported value,EF2015A,2015
D,Do not know,EF2015A,2015
G,Data generated from other data values,EF2015A,2015
H,Value not derived - data not usable,EF2015A,2015
J,Logical imputation,EF2015A,2015
K,Ratio adjustment,EF2015A,2015
L,Imputed using the Group Median procedure,EF2015A,2015
N,Imputed using Nearest Neighbor procedure,EF2015A,2015
P,Imputed using Carry Forward procedure,EF2015A,2015
R,Reported,EF2015A,2015
Z,Implied zero;,EF2015A,2015
A,Not applicable,EF2015B,2015
B,Institution left item blank,EF2015B,2015
C,Analyst corrected reported value,EF2015B,2015
D,Do not know,EF2015B,2015
G,Data generated from other data values,EF2015B,2015
H,Value not derived - data not usable,EF2015B,2015
J,Logical imputation,EF2015B,2015
K,Ratio adjustment,EF2015B,2015
L,Imputed using the Group Median procedure,EF2015B,2015
N,Imputed using Nearest Neighbor procedure,EF2015B,2015
P,Imputed using Carry Forward procedure,EF2015B,2015
R,Reported,EF2015B,2015
Z,Implied zero;,EF2015B,2015
A,Not applicable,EF2015C,2015
B,Institution left item blank,EF2015C,2015
C,Analyst corrected reported value,EF2015C,2015
D,Do not know,EF2015C,2015
G,Data generated from other data values,EF2015C,2015
H,Value not derived - data not usable,EF2015C,2015
J,Logical imputation,EF2015C,2015
K,Ratio adjustment,EF2015C,2015
L,Imputed using the Group Median procedure,EF2015C,2015
N,Imputed using Nearest Neighbor procedure,EF2015C,2015
P,Imputed using Carry Forward procedure,EF2015C,2015
R,Reported,EF2015C,2015
Z,Implied zero;,EF2015C,2015
A,Not applicable,EF2015D,2015
B,Institution left item blank,EF2015D,2015
C,Analyst corrected reported value,EF2015D,2015
D,Do not know,EF2015D,2015
G,Data generated from other data values,EF2015D,2015
H,Value not derived - data not usable,EF2015D,2015
J,Logical imputation,EF2015D,2015
K,Ratio adjustment,EF2015D,2015
L,Imputed using the Group Median procedure,EF2015D,2015
N,Imputed using Nearest Neighbor procedure,EF2015D,2015
P,Imputed using Carry Forward procedure,EF2015D,2015
R,Reported,EF2015D,2015
Z,Implied zero;,EF2015D,2015
A,Not applicable,EFFY2015,2015
B,Institution left item blank,EFFY2015,2015
C,Analyst corrected reported value,EFFY2015,2015
D,Do not know,EFFY2015,2015
G,Data generated from other data values,EFFY2015,2015
H,Value not derived - data not usable,EFFY2015,2015
J,Logical imputation,EFFY2015,2015
K,Ratio adjustment,EFFY2015,2015
L,Imputed using the Group Median procedure,EFFY2015,2015
N,Imputed using Nearest Neighbor procedure,EFFY2015,2015
P,Imputed using Carry Forward procedure,EFFY2015,2015
R,Reported,EFFY2015,2015
Z,Implied zero;,EFFY2015,2015
A,Not applicable,EFIA2015,2015
B,Institution left item blank,EFIA2015,2015
C,Analyst corrected reported value,EFIA2015,2015
D,Do not know,EFIA2015,2015
G,Data generated from other data values,EFIA2015,2015
H,Value not derived - data not usable,EFIA2015,2015
J,Logical imputation,EFIA2015,2015
K,Ratio adjustment,EFIA2015,2015
L,Imputed using the Group Median procedure,EFIA2015,2015
N,Imputed using Nearest Neighbor procedure,EFIA2015,2015
P,Imputed using Carry Forward procedure,EFIA2015,2015
R,Reported,EFIA2015,2015
Z,Implied zero;,EFIA2015,2015
A,Not applicable,F1415_F1A,2015
B,Institution left item blank,F1415_F1A,2015
C,Analyst corrected reported value,F1415_F1A,2015
D,Do not know,F1415_F1A,2015
G,Data generated from other data values,F1415_F1A,2015
H,Value not derived - data not usable,F1415_F1A,2015
J,Logical imputation,F1415_F1A,2015
K,Ratio adjustment,F1415_F1A,2015
L,Imputed using the Group Median procedure,F1415_F1A,2015
N,Imputed using Nearest Neighbor procedure,F1415_F1A,2015
P,Imputed using Carry Forward procedure,F1415_F1A,2015
R,Reported,F1415_F1A,2015
Z,Implied zero;,F1415_F1A,2015
A,Not applicable,F1415_F2,2015
B,Institution left item blank,F1415_F2,2015
C,Analyst corrected reported value,F1415_F2,2015
D,Do not know,F1415_F2,2015
G,Data generated from other data values,F1415_F2,2015
H,Value not derived - data not usable,F1415_F2,2015
J,Logical imputation,F1415_F2,2015
K,Ratio adjustment,F1415_F2,2015
L,Imputed using the Group Median procedure,F1415_F2,2015
N,Imputed using Nearest Neighbor procedure,F1415_F2,2015
P,Imputed using Carry Forward procedure,F1415_F2,2015
R,Reported,F1415_F2,2015
Z,Implied zero;,F1415_F2,2015
A,Not applicable,F1415_F3,2015
B,Institution left item blank,F1415_F3,2015
C,Analyst corrected reported value,F1415_F3,2015
D,Do not know,F1415_F3,2015
G,Data generated from other data values,F1415_F3,2015
H,Value not derived - data not usable,F1415_F3,2015
J,Logical imputation,F1415_F3,2015
K,Ratio adjustment,F1415_F3,2015
L,Imputed using the Group Median procedure,F1415_F3,2015
N,Imputed using Nearest Neighbor procedure,F1415_F3,2015
P,Imputed using Carry Forward procedure,F1415_F3,2015
R,Reported,F1415_F3,2015
Z,Implied zero;,F1415_F3,2015
A,Not applicable,F1415_F1A,2015
B,Institution left item blank,F1415_F1A,2015
C,Analyst corrected reported value,F1415_F1A,2015
D,Do not know,F1415_F1A,2015
G,Data generated from other data values,F1415_F1A,2015
H,Value not derived - data not usable,F1415_F1A,2015
J,Logical imputation,F1415_F1A,2015
K,Ratio adjustment,F1415_F1A,2015
L,Imputed using the Group Median procedure,F1415_F1A,2015
N,Imputed using Nearest Neighbor procedure,F1415_F1A,2015
P,Imputed using Carry Forward procedure,F1415_F1A,2015
R,Reported,F1415_F1A,2015
Z,Implied zero;,F1415_F1A,2015
A,Not applicable,F1415_F2,2015
B,Institution left item blank,F1415_F2,2015
C,Analyst corrected reported value,F1415_F2,2015
D,Do not know,F1415_F2,2015
G,Data generated from other data values,F1415_F2,2015
H,Value not derived - data not usable,F1415_F2,2015
J,Logical imputation,F1415_F2,2015
K,Ratio adjustment,F1415_F2,2015
L,Imputed using the Group Median procedure,F1415_F2,2015
N,Imputed using Nearest Neighbor procedure,F1415_F2,2015
P,Imputed using Carry Forward procedure,F1415_F2,2015
R,Reported,F1415_F2,2015
Z,Implied zero;,F1415_F2,2015
A,Not applicable,F1415_F3,2015
B,Institution left item blank,F1415_F3,2015
C,Analyst corrected reported value,F1415_F3,2015
D,Do not know,F1415_F3,2015
G,Data generated from other data values,F1415_F3,2015
H,Value not derived - data not usable,F1415_F3,2015
J,Logical imputation,F1415_F3,2015
K,Ratio adjustment,F1415_F3,2015
L,Imputed using the Group Median procedure,F1415_F3,2015
N,Imputed using Nearest Neighbor procedure,F1415_F3,2015
P,Imputed using Carry Forward procedure,F1415_F3,2015
R,Reported,F1415_F3,2015
Z,Implied zero;,F1415_F3,2015
A,Not applicable,GR200_15,2015
B,Institution left item blank,GR200_15,2015
C,Analyst corrected reported value,GR200_15,2015
D,Do not know,GR200_15,2015
G,Data generated from other data values,GR200_15,2015
H,Value not derived - data not usable,GR200_15,2015
J,Logical imputation,GR200_15,2015
K,Ratio adjustment,GR200_15,2015
L,Imputed using the Group Median procedure,GR200_15,2015
N,Imputed using Nearest Neighbor procedure,GR200_15,2015
P,Imputed using Carry Forward procedure,GR200_15,2015
R,Reported,GR200_15,2015
Z,Implied zero;,GR200_15,2015
A,Not applicable,GR2015,2015
B,Institution left item blank,GR2015,2015
C,Analyst corrected reported value,GR2015,2015
D,Do not know,GR2015,2015
G,Data generated from other data values,GR2015,2015
H,Value not derived - data not usable,GR2015,2015
J,Logical imputation,GR2015,2015
K,Ratio adjustment,GR2015,2015
L,Imputed using the Group Median procedure,GR2015,2015
N,Imputed using Nearest Neighbor procedure,GR2015,2015
P,Imputed using Carry Forward procedure,GR2015,2015
R,Reported,GR2015,2015
Z,Implied zero;,GR2015,2015
A,Not applicable,GR2015_L2,2015
B,Institution left item blank,GR2015_L2,2015
C,Analyst corrected reported value,GR2015_L2,2015
D,Do not know,GR2015_L2,2015
G,Data generated from other data values,GR2015_L2,2015
H,Value not derived - data not usable,GR2015_L2,2015
J,Logical imputation,GR2015_L2,2015
K,Ratio adjustment,GR2015_L2,2015
L,Imputed using the Group Median procedure,GR2015_L2,2015
N,Imputed using Nearest Neighbor procedure,GR2015_L2,2015
P,Imputed using Carry Forward procedure,GR2015_L2,2015
R,Reported,GR2015_L2,2015
Z,Implied zero;,GR2015_L2,2015
A,Not applicable,IC2015_AY,2015
B,Institution left item blank,IC2015_AY,2015
C,Analyst corrected reported value,IC2015_AY,2015
D,Do not know,IC2015_AY,2015
G,Data generated from other data values,IC2015_AY,2015
H,Value not derived - data not usable,IC2015_AY,2015
J,Logical imputation,IC2015_AY,2015
K,Ratio adjustment,IC2015_AY,2015
L,Imputed using the Group Median procedure,IC2015_AY,2015
N,Imputed using Nearest Neighbor procedure,IC2015_AY,2015
P,Imputed using Carry Forward procedure,IC2015_AY,2015
R,Reported,IC2015_AY,2015
Y,Particular Doctor's professional practice field not applicable,IC2015_AY,2015
Z,Implied zero;,IC2015_AY,2015
A,Not applicable,IC2015_PY,2015
B,Institution left item blank,IC2015_PY,2015
C,Analyst corrected reported value,IC2015_PY,2015
D,Do not know,IC2015_PY,2015
G,Data generated from other data values,IC2015_PY,2015
H,Value not derived - data not usable,IC2015_PY,2015
J,Logical imputation,IC2015_PY,2015
K,Ratio adjustment,IC2015_PY,2015
L,Imputed using the Group Median procedure,IC2015_PY,2015
N,Imputed using Nearest Neighbor procedure,IC2015_PY,2015
P,Imputed using Carry Forward procedure,IC2015_PY,2015
R,Reported,IC2015_PY,2015
Z,Implied zero;,IC2015_PY,2015
A,Not applicable,OM2015,2015
B,Institution left item blank,OM2015,2015
C,Analyst corrected reported value,OM2015,2015
D,Do not know,OM2015,2015
G,Data generated from other data values,OM2015,2015
H,Value not derived - data not usable,OM2015,2015
J,Logical imputation,OM2015,2015
K,Ratio adjustment,OM2015,2015
L,Imputed using the Group Median procedure,OM2015,2015
N,Imputed using Nearest Neighbor procedure,OM2015,2015
P,Imputed using Carry Forward procedure,OM2015,2015
R,Reported,OM2015,2015
Z,Implied zero;,OM2015,2015
A,Not applicable,S2015_IS,2015
B,Institution left item blank,S2015_IS,2015
C,Analyst corrected reported value,S2015_IS,2015
